Date,Ticker,Close,Volume
2019-01-02,CI,169.23655700683594,3478200
2019-01-03,CI,167.78988647460938,3614700
2019-01-04,CI,170.61097717285156,2936200
2019-01-07,CI,168.63079833984375,2340700
2019-01-08,CI,171.73211669921875,3097300
2019-01-09,CI,172.1118927001953,4118500
2019-01-10,CI,173.4048614501953,2646300
2019-01-11,CI,176.00892639160156,3923700
2019-01-14,CI,173.64903259277344,2489900
2019-01-15,CI,177.7178955078125,2946000
2019-01-16,CI,177.88059997558594,2911000
2019-01-17,CI,175.86424255371094,2536700
2019-01-18,CI,176.1626434326172,2521400
2019-01-22,CI,174.580322265625,3701000
2019-01-23,CI,178.05239868164062,2241600
2019-01-24,CI,174.57125854492188,1923200
2019-01-25,CI,177.47369384765625,1988700
2019-01-28,CI,176.38868713378906,1510100
2019-01-29,CI,179.3815460205078,1575300
2019-01-30,CI,180.656494140625,2719500
2019-01-31,CI,180.6654510498047,2894900
2019-02-01,CI,175.46640014648438,5566700
2019-02-04,CI,173.66709899902344,3346300
2019-02-05,CI,168.58555603027344,4061100
2019-02-06,CI,169.51683044433594,2268200
2019-02-07,CI,168.1425018310547,2349200
2019-02-08,CI,163.99229431152344,3036100
2019-02-11,CI,165.3666229248047,3930300
2019-02-12,CI,167.3830108642578,2836900
2019-02-13,CI,170.71044921875,2392100
2019-02-14,CI,173.802734375,2363100
2019-02-15,CI,178.91131591796875,2842700
2019-02-19,CI,179.28208923339844,3208200
2019-02-20,CI,175.5206298828125,3195800
2019-02-21,CI,173.48629760742188,1601100
2019-02-22,CI,175.20419311523438,1734100
2019-02-25,CI,173.26019287109375,1886400
2019-02-26,CI,170.12269592285156,1948200
2019-02-27,CI,163.4045867919922,4645600
2019-02-28,CI,157.72625732421875,5918900
2019-03-01,CI,161.17123413085938,3150400
2019-03-04,CI,155.23074340820312,3045900
2019-03-05,CI,153.81117248535156,3938100
2019-03-06,CI,149.10943603515625,2440600
2019-03-07,CI,148.1147918701172,3355900
2019-03-08,CI,147.54501342773438,2011700
2019-03-11,CI,147.98817443847656,2090800
2019-03-12,CI,148.59410095214844,1997800
2019-03-13,CI,151.94039916992188,2659900
2019-03-14,CI,153.35130310058594,3755200
2019-03-15,CI,150.53857421875,3753100
2019-03-18,CI,151.13548278808594,1696400
2019-03-19,CI,156.2635040283203,3452200
2019-03-20,CI,151.82284545898438,2314700
2019-03-21,CI,152.72726440429688,1625000
2019-03-22,CI,150.21299743652344,1595600
2019-03-25,CI,148.1147918701172,1654400
2019-03-26,CI,145.37440490722656,2614000
2019-03-27,CI,144.5152130126953,1949800
2019-03-28,CI,144.4248046875,1682700
2019-03-29,CI,145.44677734375,3332000
2019-04-01,CI,146.3964080810547,1894500
2019-04-02,CI,143.45706176757812,2712800
2019-04-03,CI,143.80078125,2286400
2019-04-04,CI,146.04367065429688,1703700
2019-04-05,CI,150.24916076660156,3692900
2019-04-08,CI,151.3977508544922,2385400
2019-04-09,CI,152.96237182617188,2742600
2019-04-10,CI,152.1212921142578,2082300
2019-04-11,CI,148.3318328857422,3368000
2019-04-12,CI,145.247802734375,3592700
2019-04-15,CI,148.16000366210938,2669700
2019-04-16,CI,136.60169982910156,6383100
2019-04-17,CI,131.5821990966797,8670300
2019-04-18,CI,134.75668334960938,5347700
2019-04-22,CI,133.84324645996094,2654200
2019-04-23,CI,139.11593627929688,4360000
2019-04-24,CI,139.4777069091797,1821200
2019-04-25,CI,141.8201141357422,2290900
2019-04-26,CI,145.5553436279297,2343900
2019-04-29,CI,145.3111114501953,1795300
2019-04-30,CI,143.65603637695312,3430200
2019-05-01,CI,146.51402282714844,3204400
2019-05-02,CI,143.0953369140625,4885300
2019-05-03,CI,138.22055053710938,5762400
2019-05-06,CI,143.619873046875,3249500
2019-05-07,CI,140.3278350830078,2350500
2019-05-08,CI,141.54872131347656,1800900
2019-05-09,CI,140.9608917236328,1682200
2019-05-10,CI,143.2942657470703,2195600
2019-05-13,CI,142.2813720703125,2341000
2019-05-14,CI,140.4453887939453,2778500
2019-05-15,CI,140.42735290527344,2094100
2019-05-16,CI,139.0887908935547,2208700
2019-05-17,CI,140.05654907226562,1558400
2019-05-20,CI,138.98028564453125,2028800
2019-05-21,CI,139.8756561279297,2979600
2019-05-22,CI,138.22055053710938,2531000
2019-05-23,CI,135.67015075683594,2370600
2019-05-24,CI,135.19081115722656,2269700
2019-05-28,CI,132.4866180419922,4552300
2019-05-29,CI,134.2230987548828,2054400
2019-05-30,CI,133.84324645996094,1291500
2019-05-31,CI,133.87037658691406,2375600
2019-06-03,CI,136.03189086914062,2479200
2019-06-04,CI,139.32394409179688,2251100
2019-06-05,CI,139.10687255859375,2194000
2019-06-06,CI,139.02548217773438,1300600
2019-06-07,CI,142.41700744628906,1862400
2019-06-10,CI,141.58494567871094,1465300
2019-06-11,CI,141.4131317138672,1263300
2019-06-12,CI,141.15084838867188,1242000
2019-06-13,CI,142.99581909179688,952000
2019-06-14,CI,143.26718139648438,1473600
2019-06-17,CI,143.9002685546875,979000
2019-06-18,CI,144.5604248046875,1561800
2019-06-19,CI,144.88604736328125,2386500
2019-06-20,CI,144.47909545898438,1546400
2019-06-21,CI,145.7452392578125,3055000
2019-06-24,CI,145.12120056152344,1404400
2019-06-25,CI,144.77757263183594,1245800
2019-06-26,CI,141.9105682373047,1530400
2019-06-27,CI,142.79690551757812,1362300
2019-06-28,CI,142.48939514160156,3249500
2019-07-01,CI,143.57464599609375,1715000
2019-07-02,CI,146.3421173095703,1738000
2019-07-03,CI,149.0734100341797,1159500
2019-07-05,CI,147.81634521484375,862800
2019-07-08,CI,146.269775390625,1202300
2019-07-09,CI,144.46099853515625,1007100
2019-07-10,CI,145.1664276123047,948600
2019-07-11,CI,158.57875061035156,10064800
2019-07-12,CI,162.07884216308594,3821800
2019-07-15,CI,160.1072235107422,1806300
2019-07-16,CI,162.75717163085938,3057700
2019-07-17,CI,161.4185791015625,1529700
2019-07-18,CI,160.02584838867188,1719600
2019-07-19,CI,157.0865020751953,1120800
2019-07-22,CI,154.30091857910156,1687000
2019-07-23,CI,155.6484832763672,1642800
2019-07-24,CI,154.90687561035156,1817100
2019-07-25,CI,150.62905883789062,2040700
2019-07-26,CI,151.30735778808594,1801700
2019-07-29,CI,155.77513122558594,1563400
2019-07-30,CI,155.7841339111328,878900
2019-07-31,CI,153.67686462402344,2017300
2019-08-01,CI,151.54249572753906,3175900
2019-08-02,CI,148.84735107421875,1905900
2019-08-05,CI,143.80078125,2570500
2019-08-06,CI,148.06954956054688,3088100
2019-08-07,CI,150.5657501220703,1806300
2019-08-08,CI,150.6742706298828,1590900
2019-08-09,CI,153.6588134765625,1664900
2019-08-12,CI,149.7788848876953,1313800
2019-08-13,CI,153.26991271972656,1321900
2019-08-14,CI,144.86795043945312,2839100
2019-08-15,CI,144.43385314941406,1743200
2019-08-16,CI,145.82669067382812,1453000
2019-08-19,CI,147.4003143310547,1265400
2019-08-20,CI,145.7452392578125,1250500
2019-08-21,CI,146.8214874267578,1263600
2019-08-22,CI,140.8885955810547,2060100
2019-08-23,CI,138.64566040039062,2201800
2019-08-26,CI,138.29293823242188,1529200
2019-08-27,CI,132.2876739501953,2794300
2019-08-28,CI,133.3548583984375,2343300
2019-08-29,CI,137.922119140625,2045200
2019-08-30,CI,139.25160217285156,1553500
2019-09-03,CI,140.17408752441406,2994000
2019-09-04,CI,138.32003784179688,1915700
2019-09-05,CI,136.56549072265625,2092900
2019-09-06,CI,139.09783935546875,2031300
2019-09-09,CI,146.65866088867188,2945400
2019-09-10,CI,149.2181854248047,2936500
2019-09-11,CI,146.4145050048828,2194500
2019-09-12,CI,143.7826690673828,3362700
2019-09-13,CI,145.47390747070312,2194900
2019-09-16,CI,149.6793975830078,1558600
2019-09-17,CI,146.06178283691406,1620000
2019-09-18,CI,145.10311889648438,1563100
2019-09-19,CI,148.96493530273438,2006900
2019-09-20,CI,145.95327758789062,2695700
2019-09-23,CI,144.84085083007812,2112500
2019-09-24,CI,142.81495666503906,1842600
2019-09-25,CI,140.38211059570312,1689600
2019-09-26,CI,135.47116088867188,3523500
2019-09-27,CI,135.19081115722656,2463900
2019-09-30,CI,137.2799530029297,1993700
2019-10-01,CI,136.04998779296875,2231800
2019-10-02,CI,134.9737091064453,2563800
2019-10-03,CI,134.4040069580078,2010100
2019-10-04,CI,136.33035278320312,2097400
2019-10-07,CI,134.9375457763672,2216600
2019-10-08,CI,133.11973571777344,1854900
2019-10-09,CI,135.29026794433594,1796900
2019-10-10,CI,136.41180419921875,2215600
2019-10-11,CI,137.83168029785156,1946100
2019-10-14,CI,137.0900421142578,1304300
2019-10-15,CI,144.84988403320312,2792200
2019-10-16,CI,146.03465270996094,1822100
2019-10-17,CI,149.0192108154297,1796000
2019-10-18,CI,150.92750549316406,2030300
2019-10-21,CI,150.8009033203125,1891200
2019-10-22,CI,154.09292602539062,2379000
2019-10-23,CI,156.38104248046875,2088700
2019-10-24,CI,153.84873962402344,1974300
2019-10-25,CI,155.09681701660156,1325300
2019-10-28,CI,158.08135986328125,2019300
2019-10-29,CI,160.96640014648438,1927000
2019-10-30,CI,159.57363891601562,2033200
2019-10-31,CI,161.4005126953125,3971400
2019-11-01,CI,162.35015869140625,3425800
2019-11-04,CI,165.6150360107422,2451400
2019-11-05,CI,164.46646118164062,2581100
2019-11-06,CI,165.62413024902344,1763600
2019-11-07,CI,167.62286376953125,1356000
2019-11-08,CI,170.20947265625,1461300
2019-11-11,CI,169.26889038085938,1390400
2019-11-12,CI,170.9058380126953,1831900
2019-11-13,CI,172.06346130371094,1463000
2019-11-14,CI,171.56605529785156,1534900
2019-11-15,CI,177.27285766601562,3056600
2019-11-18,CI,179.4163360595703,2818800
2019-11-19,CI,180.89956665039062,1666100
2019-11-20,CI,180.80006408691406,1633000
2019-11-21,CI,181.9757843017578,1359200
2019-11-22,CI,182.55459594726562,1492300
2019-11-25,CI,184.38153076171875,2419700
2019-11-26,CI,181.21607971191406,2201100
2019-11-27,CI,180.90863037109375,2042000
2019-11-29,CI,180.80909729003906,812000
2019-12-02,CI,178.11399841308594,1498900
2019-12-03,CI,176.65789794921875,1975900
2019-12-04,CI,177.93312072753906,1820300
2019-12-05,CI,176.89305114746094,1526300
2019-12-06,CI,179.91371154785156,1658000
2019-12-09,CI,177.21861267089844,1376600
2019-12-10,CI,173.38394165039062,3335200
2019-12-11,CI,173.42010498046875,1971100
2019-12-12,CI,175.0570831298828,2013100
2019-12-13,CI,171.7197723388672,2090900
2019-12-16,CI,176.47703552246094,1867500
2019-12-17,CI,175.02093505859375,1701700
2019-12-18,CI,179.25350952148438,2439600
2019-12-19,CI,179.7238311767578,1683500
2019-12-20,CI,185.03269958496094,4943200
2019-12-23,CI,186.7329559326172,1901000
2019-12-24,CI,184.5081024169922,531000
2019-12-26,CI,184.84274291992188,743100
2019-12-27,CI,184.49905395507812,1053600
2019-12-30,CI,183.56753540039062,954800
2019-12-31,CI,184.9422607421875,1483600
2020-01-02,CI,185.34925842285156,1372600
2020-01-03,CI,183.75747680664062,1387300
2020-01-06,CI,187.13995361328125,1243000
2020-01-07,CI,188.05340576171875,1354600
2020-01-08,CI,191.20074462890625,1483600
2020-01-09,CI,190.6942596435547,2018200
2020-01-10,CI,190.1787872314453,1034800
2020-01-13,CI,184.05592346191406,2376600
2020-01-14,CI,185.5753631591797,1499100
2020-01-15,CI,188.32472229003906,1799700
2020-01-16,CI,190.7847137451172,1387500
2020-01-17,CI,192.20468139648438,1680000
2020-01-21,CI,192.63877868652344,2192200
2020-01-22,CI,191.0650634765625,1468700
2020-01-23,CI,192.36741638183594,1511600
2020-01-24,CI,186.31695556640625,1882200
2020-01-27,CI,180.83627319335938,1498300
2020-01-28,CI,185.70196533203125,1603400
2020-01-29,CI,183.17864990234375,1849500
2020-01-30,CI,178.15919494628906,3180000
2020-01-31,CI,173.9899139404297,1816000
2020-02-03,CI,173.4381866455078,2356200
2020-02-04,CI,178.0416259765625,1955700
2020-02-05,CI,186.74203491210938,2122600
2020-02-06,CI,191.6077117919922,3006200
2020-02-07,CI,188.94873046875,2046800
2020-02-10,CI,190.21493530273438,2041400
2020-02-11,CI,194.6103515625,1815100
2020-02-12,CI,201.284912109375,2720700
2020-02-13,CI,200.67893981933594,2115900
2020-02-14,CI,199.27711486816406,2077300
2020-02-18,CI,200.73321533203125,1956100
2020-02-19,CI,200.27195739746094,1615200
2020-02-20,CI,199.34042358398438,2206200
2020-02-21,CI,196.42823791503906,1469800
2020-02-24,CI,181.20704650878906,3114500
2020-02-25,CI,173.4291229248047,2824100
2020-02-26,CI,170.86065673828125,2869700
2020-02-27,CI,164.538818359375,3101300
2020-02-28,CI,165.45228576660156,5465700
2020-03-02,CI,175.76254272460938,3901200
2020-03-03,CI,171.15908813476562,3570000
2020-03-04,CI,189.50950622558594,6127800
2020-03-05,CI,181.7225341796875,3106900
2020-03-06,CI,176.82972717285156,3447900
2020-03-09,CI,164.27398681640625,3897800
2020-03-10,CI,178.90121459960938,4188200
2020-03-11,CI,169.36680603027344,4106600
2020-03-12,CI,148.59739685058594,4830200
2020-03-13,CI,162.70901489257812,5081600
2020-03-16,CI,136.31298828125,3340800
2020-03-17,CI,140.293212890625,3765400
2020-03-18,CI,129.2752685546875,4199600
2020-03-19,CI,132.54087829589844,3987400
2020-03-20,CI,128.53350830078125,4711700
2020-03-23,CI,117.65128326416016,4226400
2020-03-24,CI,133.15599060058594,5464300
2020-03-25,CI,141.8582000732422,4232900
2020-03-26,CI,153.36456298828125,4059400
2020-03-27,CI,145.90170288085938,3563000
2020-03-30,CI,161.2526092529297,3677400
2020-03-31,CI,160.27566528320312,4427600
2020-04-01,CI,156.5578155517578,2993300
2020-04-02,CI,152.7042694091797,2501400
2020-04-03,CI,148.20840454101562,2271700
2020-04-06,CI,156.93772888183594,3060600
2020-04-07,CI,160.2666015625,2351500
2020-04-08,CI,168.45321655273438,2548700
2020-04-09,CI,164.48202514648438,2485600
2020-04-13,CI,160.5470428466797,1682800
2020-04-14,CI,167.910400390625,1799300
2020-04-15,CI,165.17860412597656,2597600
2020-04-16,CI,176.71212768554688,2678800
2020-04-17,CI,175.60853576660156,3482700
2020-04-20,CI,170.69656372070312,1861500
2020-04-21,CI,160.93600463867188,2452800
2020-04-22,CI,165.16954040527344,1756800
2020-04-23,CI,166.6982879638672,1024000
2020-04-24,CI,170.24429321289062,1346700
2020-04-27,CI,174.4144287109375,1529700
2020-04-28,CI,171.501708984375,1347600
2020-04-29,CI,177.1824951171875,1844500
2020-04-30,CI,177.1011199951172,2732700
2020-05-01,CI,169.2401580810547,1614200
2020-05-04,CI,166.99681091308594,1525600
2020-05-05,CI,172.225341796875,1440300
2020-05-06,CI,165.92938232421875,1438600
2020-05-07,CI,166.60781860351562,1127400
2020-05-08,CI,171.21218872070312,1300600
2020-05-11,CI,170.95889282226562,1068100
2020-05-12,CI,171.47450256347656,1334600
2020-05-13,CI,163.74026489257812,1845800
2020-05-14,CI,166.86109924316406,1838700
2020-05-15,CI,172.00823974609375,1305200
2020-05-18,CI,175.04766845703125,1257900
2020-05-19,CI,173.4827423095703,997200
2020-05-20,CI,170.30760192871094,1617300
2020-05-21,CI,170.67849731445312,1072300
2020-05-22,CI,170.9679412841797,818700
2020-05-26,CI,177.2277069091797,1542700
2020-05-27,CI,180.4299774169922,1288200
2020-05-28,CI,181.43409729003906,1463000
2020-05-29,CI,178.49417114257812,2306800
2020-06-01,CI,179.19976806640625,1062900
2020-06-02,CI,182.103515625,1964900
2020-06-03,CI,182.14874267578125,1404700
2020-06-04,CI,183.08045959472656,1259200
2020-06-05,CI,189.49403381347656,1956000
2020-06-08,CI,195.24720764160156,2092800
2020-06-09,CI,194.03506469726562,1497600
2020-06-10,CI,189.059814453125,1433300
2020-06-11,CI,173.2837371826172,2936300
2020-06-12,CI,171.89064025878906,2004800
2020-06-15,CI,169.27638244628906,2105400
2020-06-16,CI,174.6044158935547,1348400
2020-06-17,CI,173.5008087158203,1169500
2020-06-18,CI,171.85446166992188,1881200
2020-06-19,CI,173.13897705078125,2260000
2020-06-22,CI,172.21629333496094,1450000
